Store,Year,Month,total_sales,moving_avg_3m
31,2010,3,5312960.57,5571950.51
31,2010,4,6644425.09,5929442.03
31,2010,5,5315928.16,5757771.27
31,2010,6,5476330.64,5812227.96
31,2010,7,6470282.02,5754180.27
31,2010,8,5383313.61,5776642.09
31,2010,9,5134581.76,5662725.8
31,2010,10,6300176.32,5606023.9
31,2010,11,5895251.11,5776669.73
31,2010,12,7796083.04,6663836.82
31,2011,1,5261839.99,6317724.71
31,2011,2,5887178.91,6315033.98
31,2011,3,5600889.23,5583302.71
31,2011,4,6962676.85,6150248.33
31,2011,5,5526512.66,6030026.25
31,2011,6,5722649.07,6070612.86
31,2011,7,6920574.6,6056578.78
31,2011,8,5777114.42,6140112.7
31,2011,9,6759042.64,6485577.22
31,2011,10,5561896.54,6032684.53
31,2011,11,6250463.54,6190467.57
31,2011,12,7938387.07,6583582.38
31,2012,1,5411164.02,6533338.21
31,2012,2,5882525.38,6410692.16
31,2012,3,7033323.4,6109004.27
31,2012,4,5622401.56,6179416.78
31,2012,5,5622763.42,6092829.46
31,2012,6,7022073.52,6089079.5
31,2012,7,5528488.32,6057775.09
31,2012,8,6940263.62,6496941.82
31,2012,9,5337962.51,5935571.48
31,2012,10,5483441.47,5920555.87
32,2010,2,4346988.47,4346988.47
32,2010,3,4295689.47,4321338.97
32,2010,4,5449652.86,4697443.6
32,2010,5,4562454.3,4769265.54
32,2010,6,4616264.51,4876123.89
32,2010,7,5560339.22,4913019.34
32,2010,8,4632916.66,4936506.8
32,2010,9,4235962.36,4809739.41
32,2010,10,5460589.39,4776489.47
32,2010,11,4989441.07,4895330.94
32,2010,12,7040638.37,5830222.94
32,2011,1,4159786.44,5396621.96
32,2011,2,4433098.25,5211174.35
32,2011,3,4377790.55,4323558.41
32,2011,4,5592702.21,4801197.0
32,2011,5,4640488.56,4870327.11
32,2011,6,4763399.24,4998863.34
32,2011,7,5810007.17,5071298.32
32,2011,8,4813548.96,5128985.12
32,2011,9,5627938.32,5417164.82
32,2011,10,4661518.98,5034335.42
32,2011,11,5253481.49,5180979.6
32,2011,12,7213433.31,5709477.93
32,2012,1,4303412.25,5590109.02
32,2012,2,4621884.48,5379576.68
32,2012,3,5671291.37,4865529.37
32,2012,4,4690779.83,4994651.89
32,2012,5,4784759.53,5048943.58
32,2012,6,6013731.69,5163090.35
32,2012,7,4668099.48,5155530.23
32,2012,8,6129135.3,5603655.49
32,2012,9,4599294.17,5132176.32
32,2012,10,4798727.9,5175719.12
33,2010,2,1150379.86,1150379.86
33,2010,3,1148775.38,1149577.62
33,2010,4,1446761.46,1248638.9
33,2010,5,1231554.17,1275697.0
33,2010,6,1127719.78,1268678.47
33,2010,7,1345638.87,1234970.94
33,2010,8,982708.14,1152022.26
33,2010,9,988494.72,1105613.91
33,2010,10,1190225.74,1053809.53
33,2010,11,983612.88,1054111.11
33,2010,12,1170963.26,1114933.96
33,2011,1,979488.91,1044688.35
33,2011,2,1005667.58,1052039.92
33,2011,3,1001675.79,995610.76
33,2011,4,1277608.54,1094983.97
33,2011,5,1015136.17,1098140.17
33,2011,6,978510.61,1090418.44
33,2011,7,1218145.55,1070597.44
33,2011,8,997045.43,1064567.2
33,2011,9,1247973.31,1154388.1
33,2011,10,999509.5,1081509.41
33,2011,11,1015409.13,1087630.65
33,2011,12,1221666.15,1078861.59
33,2012,1,1028324.99,1088466.76
33,2012,2,1047471.58,1099154.24
33,2012,3,1311764.19,1129186.92
33,2012,4,1100246.59,1153160.79
33,2012,5,1105091.04,1172367.27
33,2012,6,1343662.76,1183000.13
33,2012,7,1063064.22,1170606.01
33,2012,8,1311186.74,1239304.57
33,2012,9,1059369.4,1144540.12
33,2012,10,1065369.52,1145308.55
34,2010,2,3840559.15,3840559.15
34,2010,3,3612356.84,3726458.0
34,2010,4,4623620.27,4025512.09
34,2010,5,3743904.62,3993293.91
34,2010,6,3758281.18,4041935.36
34,2010,7,4538737.74,4013641.18
34,2010,8,3779218.33,4025412.42
34,2010,9,3649582.24,3989179.44
34,2010,10,4548711.02,3992503.86
34,2010,11,4217266.1,4138519.79
34,2010,12,5838179.3,4868052.14
34,2011,1,3527000.41,4527481.94
34,2011,2,4003548.22,4456242.64
34,2011,3,3844979.66,3791842.76
34,2011,4,4749033.97,4199187.28
34,2011,5,3818416.93,4137476.85
34,2011,6,3783195.14,4116882.01
34,2011,7,4506622.27,4036078.11
34,2011,8,3730310.77,4006709.39
34,2011,9,4558911.97,4265281.67
34,2011,10,3777615.34,4022279.36
34,2011,11,4277340.21,4204622.51
34,2011,12,5783207.17,4612720.91
34,2012,1,3650949.39,4570498.92
34,2012,2,4060625.98,4498260.85
34,2012,3,4849960.66,4187178.68
34,2012,4,3996302.67,4302296.44
34,2012,5,3955140.38,4267134.57
34,2012,6,4902174.97,4284539.34
34,2012,7,3831358.81,4229558.05
34,2012,8,4851332.78,4528288.85
34,2012,9,3803304.35,4161998.65
34,2012,10,3838014.16,4164217.1
35,2010,2,4690739.19,4690739.19
35,2010,3,4509391.19,4600065.19
35,2010,4,5679817.12,4959982.5
35,2010,5,4588337.11,4925848.47
35,2010,6,4871062.92,5046405.72
35,2010,7,5899896.92,5119765.65
35,2010,8,4222183.45,4997714.43
35,2010,9,3499860.16,4540646.84
35,2010,10,4129560.67,3950534.76
35,2010,11,4343387.14,3990935.99
35,2010,12,5761735.06,4744894.29
35,2011,1,2630152.38,4245091.53
35,2011,2,3313270.36,3901719.27
35,2011,3,3243896.85,3062439.86
35,2011,4,4024732.95,3527300.05
35,2011,5,3288884.29,3519171.36
35,2011,6,3488589.48,3600735.57
35,2011,7,4107025.92,3628166.56
35,2011,8,3364058.2,3653224.53
35,2011,9,3930198.7,3800427.61
35,2011,10,3184646.68,3492967.86
35,2011,11,4088831.58,3734558.99
35,2011,12,5422691.24,4232056.5
35,2012,1,2555416.23,4022313.02
35,2012,2,3226277.3,3734794.92
35,2012,3,3861165.06,3214286.2
35,2012,4,3164799.57,3417413.98
35,2012,5,3215784.08,3413916.24
35,2012,6,4457729.35,3612771.0
35,2012,7,3460498.01,3711337.15
35,2012,8,4469118.32,4129115.23
35,2012,9,3392804.79,3774140.37
35,2012,10,3434129.81,3765350.97
36,2010,2,1854910.91,1854910.91
36,2010,3,1754928.13,1804919.52
36,2010,4,2264705.73,1958181.59
36,2010,5,1888074.16,1969236.01
36,2010,6,1859374.65,2004051.51
36,2010,7,2257400.89,2001616.57
36,2010,8,1787880.37,1968218.64
36,2010,9,1739808.63,1928363.3
36,2010,10,2137439.79,1888376.26
36,2010,11,1652172.37,1843140.26
36,2010,12,1956430.06,1915347.41
36,2011,1,1566522.75,1725041.73
36,2011,2,1626477.37,1716476.73
36,2011,3,1632230.86,1608410.33
36,2011,4,1944669.76,1734459.33
36,2011,5,1513556.69,1696819.1
36,2011,6,1502541.18,1653589.21
36,2011,7,1833039.36,1616379.08
36,2011,8,1479438.22,1605006.25
36,2011,9,1683660.55,1665379.38
36,2011,10,1323042.01,1495380.26
36,2011,11,1307599.52,1438100.69
36,2011,12,1559840.48,1396827.34
36,2012,1,1287816.31,1385085.44
36,2012,2,1286311.95,1377989.58
36,2012,3,1591434.88,1388521.05
36,2012,4,1302739.19,1393495.34
36,2012,5,1273885.16,1389353.08
36,2012,6,1575367.23,1383997.19
36,2012,7,1187849.28,1345700.56
36,2012,8,1483737.73,1415651.41
36,2012,9,1160104.63,1277230.55
36,2012,10,1137224.17,1260355.51
37,2010,2,2089857.75,2089857.75
37,2010,3,2008069.74,2048963.75
37,2010,4,2622932.69,2240286.73
37,2010,5,2091166.77,2240723.07
37,2010,6,1952291.14,2222130.2
37,2010,7,2465809.65,2169755.85
37,2010,8,1999480.42,2139193.74
37,2010,9,2016240.48,2160510.18
37,2010,10,2578198.74,2197973.21
37,2010,11,2093574.99,2229338.07
37,2010,12,2590847.49,2420873.74
37,2011,1,2108240.1,2264220.86
37,2011,2,2157948.38,2285678.66
37,2011,3,2033791.64,2099993.37
37,2011,4,2651410.36,2281050.13
37,2011,5,2100036.1,2261746.03
37,2011,6,2044437.06,2265294.51
37,2011,7,2515349.33,2219940.83
37,2011,8,2048137.04,2202641.14
37,2011,9,2582942.55,2382142.97
37,2011,10,2076592.63,2235890.74
37,2011,11,2107243.51,2255592.9
37,2011,12,2655367.07,2279734.4
37,2012,1,2162575.62,2308395.4
37,2012,2,2142233.88,2320058.86
37,2012,3,2600706.93,2301838.81
37,2012,4,2124112.59,2289017.8
37,2012,5,2138768.43,2287862.65
37,2012,6,2561668.35,2274849.79
37,2012,7,2043737.52,2248058.1
37,2012,8,2593566.72,2399657.53
37,2012,9,2090764.0,2242689.41
37,2012,10,2154640.65,2279657.12
38,2010,2,1362171.69,1362171.69
38,2010,3,1383147.39,1372659.54
38,2010,4,1721384.97,1488901.35
38,2010,5,1396798.25,1500443.54
38,2010,6,1388752.14,1502311.79
38,2010,7,1708024.76,1497858.38
38,2010,8,1371983.45,1489586.78
38,2010,9,1380182.33,1486730.18
38,2010,10,1729533.01,1493899.6
38,2010,11,1430469.26,1513394.87
38,2010,12,1715347.27,1625116.51
38,2011,1,1441138.57,1528985.03
38,2011,2,1498853.26,1551779.7
38,2011,3,1464328.18,1468106.67
38,2011,4,1844187.7,1602456.38
38,2011,5,1511781.3,1606765.73
38,2011,6,1489465.03,1615144.68
38,2011,7,1874908.92,1625385.08
38,2011,8,1553372.74,1639248.9
38,2011,9,1984399.19,1804226.95
38,2011,10,1631195.41,1722989.11
38,2011,11,1633805.89,1749800.16
38,2011,12,2013322.26,1759441.19
38,2012,1,1719842.24,1788990.13
38,2012,2,1752424.64,1828529.71
38,2012,3,2173508.86,1881925.25
38,2012,4,1756638.97,1894190.82
38,2012,5,1756795.12,1895647.65
38,2012,6,2124484.73,1879306.27
38,2012,7,1735993.18,1872424.34
38,2012,8,2140200.93,2000226.28
38,2012,9,1729288.27,1868494.13
38,2012,10,1741896.51,1870461.9
39,2010,2,4895999.86,4895999.86
39,2010,3,5047330.83,4971665.35
39,2010,4,6577921.31,5507084.0
39,2010,5,5298917.48,5641389.87
39,2010,6,5532340.53,5803059.77
39,2010,7,6645706.92,5825654.98
39,2010,8,5670787.78,5949611.74
39,2010,9,5077199.05,5797897.92
39,2010,10,6300802.59,5682929.81
39,2010,11,6105120.64,5827707.43
39,2010,12,8630149.33,7012024.19
39,2011,1,4819743.69,6518337.89
39,2011,2,5147822.76,6199238.59
39,2011,3,5232847.08,5066804.51
39,2011,4,6958319.79,5779663.21
39,2011,5,5475974.99,5889047.29
39,2011,6,5798398.29,6077564.36
39,2011,7,7067075.13,6113816.14
39,2011,8,6235812.39,6367095.27
39,2011,9,6917370.12,6740085.88
39,2011,10,5766552.62,6306578.38
39,2011,11,6859816.64,6514579.79
39,2011,12,9497869.8,7374746.35
39,2012,1,5562805.94,7306830.79
39,2012,2,5762245.32,6940973.69
39,2012,3,7415552.83,6246868.03
39,2012,4,6235968.91,6471255.69
39,2012,5,6102034.95,6584518.9
39,2012,6,7876124.6,6738042.82
39,2012,7,6200449.56,6726203.04
39,2012,8,8405961.26,7494178.47
39,2012,9,6108705.41,6905038.74
39,2012,10,6215814.07,6910160.25
40,2010,2,3737488.7,3737488.7
40,2010,3,3657724.56,3697606.63
40,2010,4,4505475.08,3966896.11
40,2010,5,3811156.51,3991452.05
40,2010,6,3973514.03,4096715.21
40,2010,7,4980793.62,4255154.72
40,2010,8,3836032.65,4263446.77
40,2010,9,3643184.42,4153336.9
40,2010,10,4538660.63,4005959.23
40,2010,11,3922347.76,4034730.94
40,2010,12,5750981.56,4737329.98
40,2011,1,3205520.99,4292950.1
40,2011,2,3693764.89,4216755.81
40,2011,3,3542971.85,3480752.58
40,2011,4,4476391.62,3904376.12
40,2011,5,3800101.21,3939821.56
40,2011,6,4008550.09,4095014.31
40,2011,7,5019223.5,4275958.27
40,2011,8,3932173.57,4319982.39
40,2011,9,4658793.12,4536730.06
40,2011,10,3891137.26,4160701.32
40,2011,11,4184420.19,4244783.52
40,2011,12,5927494.64,4667684.03
40,2012,1,3316707.09,4476207.31
40,2012,2,3874140.5,4372780.74
40,2012,3,4489556.57,3893468.05
40,2012,4,3762228.24,4041975.1
40,2012,5,3848390.84,4033391.88
40,2012,6,5117118.45,4242579.18
40,2012,7,4085649.5,4350386.26
40,2012,8,4978223.81,4726997.25
40,2012,9,3809322.06,4291065.12
40,2012,10,3891070.28,4226205.38
41,2010,2,4206165.99,4206165.99
41,2010,3,4109349.35,4157757.67
41,2010,4,5425674.24,4580396.53
41,2010,5,4702065.81,4745696.47
41,2010,6,4899440.07,5009060.04
41,2010,7,6032498.26,5211334.71
41,2010,8,5151079.27,5361005.87
41,2010,9,4618140.46,5267239.33
41,2010,10,5706030.18,5158416.64
41,2010,11,5378041.57,5234070.74
41,2010,12,7509735.45,6197935.73
41,2011,1,4320671.42,5736149.48
41,2011,2,4632538.43,5487648.43
41,2011,3,4644429.72,4532546.52
41,2011,4,6061682.47,5112883.54
41,2011,5,5037829.31,5247980.5
41,2011,6,5142808.88,5414106.89
41,2011,7,6459144.09,5546594.09
41,2011,8,5500624.25,5700859.07
41,2011,9,6095507.14,6018425.16
41,2011,10,5014420.3,5536850.56
41,2011,11,5755015.46,5621647.63
41,2011,12,8051202.84,6273546.2
41,2012,1,4538652.94,6114957.08
41,2012,2,5003037.28,5864297.69
41,2012,3,6139917.22,5227202.48
41,2012,4,5253005.02,5465319.84
41,2012,5,5469070.74,5620664.33
41,2012,6,6937866.97,5886647.58
41,2012,7,5480794.86,5962577.52
41,2012,8,7329723.71,6582795.18
41,2012,9,5283325.44,6031281.34
41,2012,10,5452445.75,6021831.63
42,2010,2,2119399.42,2119399.42
42,2010,3,2141271.82,2130335.62
42,2010,4,2607968.47,2289546.57
42,2010,5,2135691.96,2294977.42
42,2010,6,2177010.92,2306890.45
42,2010,7,2596789.98,2303164.29
42,2010,8,2129563.32,2301121.41
42,2010,9,2142883.64,2289745.65
42,2010,10,2640003.89,2304150.28
42,2010,11,2200595.93,2327827.82
42,2010,12,2606910.56,2482503.46
42,2011,1,2239343.31,2348949.93
42,2011,2,2298339.22,2381531.03
42,2011,3,2259086.54,2265589.69
42,2011,4,2756771.4,2438065.72
42,2011,5,2243217.34,2419691.76
42,2011,6,2210267.6,2403418.78
42,2011,7,2681855.01,2378446.65
42,2011,8,2206112.8,2366078.47
42,2011,9,2761083.03,2549683.61
42,2011,10,2315518.45,2427571.43
42,2011,11,2386164.74,2487588.74
42,2011,12,2759543.23,2487075.47
42,2012,1,2419199.17,2521635.71
42,2012,2,2434343.31,2537695.24
42,2012,3,2970113.27,2607885.25
42,2012,4,2370590.28,2591682.29
42,2012,5,2379279.54,2573327.7
42,2012,6,2818369.45,2522746.42
42,2012,7,2293471.77,2497040.25
42,2012,8,2766000.4,2625947.21
42,2012,9,2237287.17,2432253.11
42,2012,10,2261705.49,2421664.35
43,2010,2,2607648.61,2607648.61
43,2010,3,2595183.41,2601416.01
43,2010,4,3288140.8,2830324.27
43,2010,5,2684728.03,2856017.41
43,2010,6,2691242.39,2888037.07
43,2010,7,3354094.26,2910021.56
43,2010,8,2780169.75,2941835.47
43,2010,9,2786753.94,2973672.65
43,2010,10,3361313.34,2976079.01
43,2010,11,2424369.12,2857478.8
43,2010,12,2963362.34,2916348.27
43,2011,1,2390299.74,2592677.07
43,2011,2,2506140.53,2619934.2
43,2011,3,2466532.15,2454324.14
43,2011,4,3147507.2,2706726.63
43,2011,5,2560344.46,2724794.6
43,2011,6,2544720.68,2750857.45
43,2011,7,3001028.9,2702031.35
43,2011,8,2426552.55,2657434.04
43,2011,9,3003522.11,2810367.85
43,2011,10,2400955.71,2610343.46
43,2011,11,2555961.7,2653479.84
43,2011,12,3049629.72,2668849.04
43,2012,1,2541433.68,2715675.03
43,2012,2,2565050.38,2718704.59
43,2012,3,3225834.01,2777439.36
43,2012,4,2555439.76,2782108.05
43,2012,5,2524071.44,2768448.4
43,2012,6,3089325.15,2722945.45
43,2012,7,2442254.2,2685216.93
43,2012,8,3089524.5,2873701.28
43,2012,9,2468793.46,2666857.39
43,2012,10,2473507.39,2677275.12
44,2010,2,1108983.45,1108983.45
44,2010,3,1102711.79,1105847.62
44,2010,4,1374892.23,1195529.16
44,2010,5,1130852.14,1202818.72
44,2010,6,1160898.62,1222214.33
44,2010,7,1445902.04,1245884.27
44,2010,8,1165728.16,1257509.61
44,2010,9,1140013.16,1250547.79
44,2010,10,1404993.11,1236911.48
44,2010,11,1144395.65,1229800.64
44,2010,12,1428149.1,1325845.95
44,2011,1,1133348.94,1235297.9
44,2011,2,1161653.5,1241050.51
44,2011,3,1145212.17,1146738.2
44,2011,4,1425285.69,1244050.45
44,2011,5,1218451.7,1262983.19
44,2011,6,1214741.92,1286159.77
44,2011,7,1482599.11,1305264.24
44,2011,8,1203564.59,1300301.87
44,2011,9,1516495.93,1400886.54
44,2011,10,1217915.02,1312658.51
44,2011,11,1239019.95,1324476.97
44,2011,12,1539906.15,1332280.37
44,2012,1,1262933.58,1347286.56
44,2012,2,1287697.03,1363512.25
44,2012,3,1559065.76,1369898.79
44,2012,4,1284983.48,1377248.76
44,2012,5,1344745.08,1396264.77
44,2012,6,1676677.22,1435468.59
44,2012,7,1352615.49,1458012.6
44,2012,8,1680846.13,1570046.28
44,2012,9,1377789.54,1470417.05
44,2012,10,1360020.41,1472885.36
45,2010,2,3130833.84,3130833.84
45,2010,3,3100021.51,3115427.67
45,2010,4,3980285.29,3403713.55
45,2010,5,3119359.64,3399888.81
45,2010,6,3239677.04,3446440.66
45,2010,7,3742379.21,3367138.63
45,2010,8,2899092.15,3293716.13
45,2010,9,2906821.08,3182764.15
45,2010,10,3614812.29,3140241.84
45,2010,11,3436151.0,3319261.46
45,2010,12,5366910.32,4139291.2
45,2011,1,2595766.21,3799609.18
45,2011,2,3061868.52,3674848.35
45,2011,3,2929197.11,2862277.28
45,2011,4,3828070.54,3273045.39
45,2011,5,3148856.66,3302041.44
45,2011,6,3265834.07,3414253.76
45,2011,7,3754954.78,3389881.84
45,2011,8,3036519.54,3352436.13
45,2011,9,3597072.27,3462848.86
45,2011,10,3027775.01,3220455.61
45,2011,11,3586330.75,3403726.01
45,2011,12,5303122.42,3972409.39
45,2012,1,2715170.43,3868207.87
45,2012,2,3172902.6,3730398.48
45,2012,3,3917194.54,3268422.52
45,2012,4,3169683.65,3419926.93
45,2012,5,3171371.5,3419416.56
45,2012,6,4049712.68,3463589.28
45,2012,7,3042463.41,3421182.53
45,2012,8,3633793.89,3575323.33
45,2012,9,2905011.08,3193756.13
45,2012,10,2946326.39,3161710.45
